répond au tchat du chef de l’ église avec un SMS	[IN:SEND_MESSAGE [SL:GROUP chef de l’ église SL:GROUP] IN:SEND_MESSAGE]
Envoie un message à Alaina pour lui dire qu’ elle aura cours de musique les 10 et 24 juillet à 10h	[IN:SEND_MESSAGE [SL:RECIPIENT Alaina SL:RECIPIENT] [SL:CONTENT_EXACT   elle   aura   cours   de   musique   les   10   et   24   juillet   à   10h SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Demande à Bill combien de temps durera le concert pop vendredi soir	[IN:SEND_MESSAGE [SL:RECIPIENT Bill SL:RECIPIENT] [SL:CONTENT_EXACT   combien   de   temps   durera   le   concert   pop   vendredi   soir SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Demande à Martha quel jour a lieu le concert de June Gloom	[IN:SEND_MESSAGE [SL:RECIPIENT Martha SL:RECIPIENT] [SL:CONTENT_EXACT quel jour a lieu le concert de June Gloom SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un texto à maman et dis - lui que je serai au spectacle jeudi prochain	[IN:SEND_MESSAGE [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION maman SL:TYPE_RELATION] IN:GET_CONTACT] SL:RECIPIENT] [SL:CONTENT_EXACT je serai au spectacle jeudi prochain SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoyer un message pour demander à quelle heure ils veulent aller à la Jetée de Santa Monica ?	[IN:SEND_MESSAGE [SL:CONTENT_EXACT   à   quelle   heure   ils   veulent   aller   à   la   Jetée   de   Santa   Monica SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message à Tyler qu' il cuisinera des burgers et des saucisses	[IN:SEND_MESSAGE [SL:RECIPIENT Tyler SL:RECIPIENT] [SL:CONTENT_EXACT il cuisinera des burgers et des saucisses SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Dis à Reggie qu' on a annulé la soirée de demain	[IN:SEND_MESSAGE [SL:RECIPIENT Reggie SL:RECIPIENT] [SL:CONTENT_EXACT on a annulé la soirée de demain SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoyez un message à Willy pour lui demander quand le feu de camp sera allumé ce soir	[IN:SEND_MESSAGE [SL:RECIPIENT Willy SL:RECIPIENT] [SL:CONTENT_EXACT quand le feu de camp sera allumé ce soir SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoyez un message à Jerry pour lui demander s' il va au concert le 4 juillet .	[IN:SEND_MESSAGE [SL:RECIPIENT Jerry SL:RECIPIENT] [SL:CONTENT_EXACT il va au concert le 4 juillet SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Demander à maman si c'est toujours bon pour aller au cinéma	[IN:SEND_MESSAGE [SL:RECIPIENT [IN:GET_CONTACT [SL:TYPE_RELATION maman SL:TYPE_RELATION] IN:GET_CONTACT] SL:RECIPIENT] [SL:CONTENT_EXACT c'est toujours bon pour aller au cinéma SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoyez un message à mon mari pour lui rappeler de prendre le pain	[IN:SEND_MESSAGE [SL:RECIPIENT   [IN:GET_CONTACT [SL:CONTACT_RELATED mon SL:CONTACT_RELATED] [SL:TYPE_RELATION mari SL:TYPE_RELATION] IN:GET_CONTACT] SL:RECIPIENT] [SL:CONTENT_EXACT prendre le pain SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message à Pandora pour dire que je vais être en retard	[IN:SEND_MESSAGE [SL:RECIPIENT Pandora SL:RECIPIENT] [SL:CONTENT_EXACT je vais être en retard SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message à Maddy et rappelle - lui de me rejoindre à Quick Trip à 4 heures	[IN:SEND_MESSAGE [SL:RECIPIENT Maddy SL:RECIPIENT] [SL:CONTENT_EXACT me rejoindre à Quick Trip à 4 heures SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Que disait le message déjà ?	[IN:GET_MESSAGE  IN:GET_MESSAGE]
Envoie un message à Gina pour lui demander ce qui s' est passé dans la réunion après mon départ	[IN:SEND_MESSAGE [SL:RECIPIENT Gina SL:RECIPIENT] [SL:CONTENT_EXACT   ce   qui   s'   est   passé   dans   la   réunion   après   mon   départ SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Peux - tu envoyer un message à Beth et la demander si elle veut un café .	[IN:SEND_MESSAGE [SL:RECIPIENT Beth SL:RECIPIENT] [SL:CONTENT_EXACT elle veut un café SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Demande à Jessica si elle sera en retard	[IN:SEND_MESSAGE [SL:RECIPIENT Jessica SL:RECIPIENT] [SL:CONTENT_EXACT elle sera en retard SL:CONTENT_EXACT] IN:SEND_MESSAGE]
demande à Steve quand est - ce qu’ il part .	[IN:SEND_MESSAGE [SL:RECIPIENT Steve SL:RECIPIENT] [SL:CONTENT_EXACT quand est - ce qu’ il part SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message à Jordan et dis - lui que je suis en route pour le match de football	[IN:SEND_MESSAGE [SL:RECIPIENT Jordan SL:RECIPIENT] [SL:CONTENT_EXACT je suis en route pour le match de football SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Envoie un message à Michelle et dis - lui qu’ on doit prévoir une soirée entre filles .	[IN:SEND_MESSAGE [SL:RECIPIENT Michelle SL:RECIPIENT] [SL:CONTENT_EXACT qu’ on doit prévoir une soirée entre filles SL:CONTENT_EXACT] IN:SEND_MESSAGE]
Rappelle - moi de faire changer l' huile dans ma voiture	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO faire changer l' huile dans ma voiture SL:TODO] IN:CREATE_REMINDER]
Changez un rappel d' heure / date qui a déjà été enregistré .	[IN:UPDATE_REMINDER  IN:UPDATE_REMINDER]
Mettre le rappel à 3h au lieu de 5h	[IN:UPDATE_REMINDER_DATE_TIME [SL:DATE_TIME à 3h SL:DATE_TIME] [SL:DATE_TIME de 5h SL:DATE_TIME] IN:UPDATE_REMINDER_DATE_TIME]
Rappelez - moi d' aller chercher ma fille au foot à 19h	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO aller chercher ma fille au foot SL:TODO] [SL:DATE_TIME à 19h SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi de reprogrammer le dîner quand j' arrive au travail	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO reprogrammer le dîner SL:TODO] [SL:LOCATION [IN:GET_LOCATION  IN:GET_LOCATION] SL:LOCATION] IN:CREATE_REMINDER]
créer un rappel pour appeler maman à 19h	[IN:CREATE_REMINDER [SL:TODO   [IN:CREATE_CALL     [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION maman SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME à 19h SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi d' appeler mon papa ce soir	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO   [IN:CREATE_CALL     [SL:CONTACT       [IN:GET_CONTACT         [SL:CONTACT_RELATED mon SL:CONTACT_RELATED]         [SL:TYPE_RELATION papa SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME ce soir SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi d’ appeler au travail dans une heure	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO [IN:CREATE_CALL [SL:CONTACT travail SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME dans une heure SL:DATE_TIME] IN:CREATE_REMINDER]
Met un rappel pour appeler maman ce soir	[IN:CREATE_REMINDER [SL:TODO   [IN:CREATE_CALL     [SL:CONTACT [IN:GET_CONTACT [SL:TYPE_RELATION maman SL:TYPE_RELATION] IN:GET_CONTACT] SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME ce soir SL:DATE_TIME] IN:CREATE_REMINDER]
Montrer mon rappel pour ce rendez - vous	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Montrer SL:METHOD_RETRIEVAL_REMINDER] [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO ce rendez - vous SL:TODO] IN:GET_REMINDER]
Rappelle - moi de sortir les poubelles mardi soir .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO sortir les poubelles SL:TODO] [SL:DATE_TIME mardi soir SL:DATE_TIME] IN:CREATE_REMINDER]
annule le rappel pour l' anniversaire de ma maman	[IN:DELETE_REMINDER [SL:TODO l' anniversaire de ma maman SL:TODO] IN:DELETE_REMINDER]
montre - moi le rappel de samedi matin	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER montre SL:METHOD_RETRIEVAL_REMINDER] [SL:DATE_TIME de samedi matin SL:DATE_TIME] IN:GET_REMINDER]
Ajoute un rappel pour aller chercher les enfants	[IN:CREATE_REMINDER [SL:TODO aller chercher les enfants SL:TODO] IN:CREATE_REMINDER]
Rappelez - moi de prendre mes cachets demain matin	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO prendre mes cachets SL:TODO] [SL:DATE_TIME demain matin SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi que j' ai un rendez - vous médical le 5	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO un rendez - vous médical SL:TODO] [SL:DATE_TIME le 5 SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelez - moi de prendre de la nourriture pour le chien demain .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO prendre de la nourriture pour le chien SL:TODO] [SL:DATE_TIME demain SL:DATE_TIME] IN:CREATE_REMINDER]
rappelle - moi le rendez - vous chez le dentiste	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO le rendez - vous chez le dentiste SL:TODO] IN:CREATE_REMINDER]
Règle un rappel pour faire du shopping à 6h .	[IN:CREATE_REMINDER [SL:TODO faire du shopping SL:TODO] [SL:DATE_TIME à 6h SL:DATE_TIME] IN:CREATE_REMINDER]
rappelle - moi que j' ai un rendez - vous chez le dentiste une semaine avant	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO rendez - vous chez le dentiste SL:TODO] [SL:DATE_TIME une semaine avant SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelez - moi d' éteindre les lumières	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO éteindre les lumières SL:TODO] IN:CREATE_REMINDER]
Rappelle - moi de prendre mon médicament	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO prendre mon médicament SL:TODO] IN:CREATE_REMINDER]
Rappelle - moi de prendre un rendez - vous de conseil	[IN:CREATE_REMINDER [SL:TODO prendre un rendez - vous de conseil SL:TODO] IN:CREATE_REMINDER]
Annuler les rappels d' aujourd'hui .	[IN:DELETE_REMINDER [SL:DATE_TIME d' aujourd'hui SL:DATE_TIME] IN:DELETE_REMINDER]
Rappelle - moi d’ acheter un cadeau à Jana	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO acheter un cadeau à Jana SL:TODO] IN:CREATE_REMINDER]
Rappelez - moi de consulter la banque à 15h	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO consulter la banque SL:TODO] [SL:DATE_TIME à 15h SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi la prochaine réunion d’ entreprise , s’ il te plaît	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO la prochaine réunion d’ entreprise SL:TODO] IN:CREATE_REMINDER]
affiche mes rappels pour dimanche prochain	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER affiche SL:METHOD_RETRIEVAL_REMINDER] [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:DATE_TIME pour dimanche prochain SL:DATE_TIME] IN:GET_REMINDER]
Rappelez - moi de nettoyer la litière	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO nettoyer la litière SL:TODO] IN:CREATE_REMINDER]
rappelle - moi d’ acheter un gâteau lundi	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO acheter un gâteau SL:TODO] [SL:DATE_TIME lundi SL:DATE_TIME] IN:CREATE_REMINDER]
Montre - moi tous mes rappels du jour .	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER Montre SL:METHOD_RETRIEVAL_REMINDER] [SL:AMOUNT tous SL:AMOUNT] [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:DATE_TIME du jour SL:DATE_TIME] IN:GET_REMINDER]
Je ne veux pas oublier de colorer mes cheveux	[IN:CREATE_REMINDER [SL:PERSON_REMINDED Je SL:PERSON_REMINDED] [SL:TODO colorer mes cheveux SL:TODO] IN:CREATE_REMINDER]
Rappelle - moi de changer mon alarme de 7h à 6h du matin lundi prochain	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO changer mon alarme de 7h à 6h du matin SL:TODO] [SL:DATE_TIME lundi prochain SL:DATE_TIME] IN:CREATE_REMINDER]
Règle un rappel pour demain 6h	[IN:CREATE_REMINDER [SL:DATE_TIME pour demain 6h SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi 2 fois de sécher mon linge aujourd'hui	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:AMOUNT 2 fois SL:AMOUNT] [SL:TODO sécher mon linge SL:TODO] [SL:DATE_TIME aujourd'hui SL:DATE_TIME] IN:CREATE_REMINDER]
Rappelle - moi quand le numéro cinq arrive	[IN:GET_REMINDER_DATE_TIME [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO le numéro cinq arrive SL:TODO] IN:GET_REMINDER_DATE_TIME]
Rappelle - moi l' anniversaire de Krista demain matin à 9h	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO l' anniversaire de Krista SL:TODO] [SL:DATE_TIME demain matin à 9h SL:DATE_TIME] IN:CREATE_REMINDER]
Règle un rappel pour 30 jours	[IN:CREATE_REMINDER [SL:DATE_TIME pour 30 jours SL:DATE_TIME] IN:CREATE_REMINDER]
Quels sont mes rappels pour ce week - end	[IN:GET_REMINDER [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:DATE_TIME pour ce week - end SL:DATE_TIME] IN:GET_REMINDER]
Veuillez annuler mon rappel d' acheter du lard	[IN:DELETE_REMINDER [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO acheter du lard SL:TODO] IN:DELETE_REMINDER]
Mettez - moi un rappel concernant le tour en tram le 24 août .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO le tour en tram SL:TODO] [SL:DATE_TIME le 24 août SL:DATE_TIME] IN:CREATE_REMINDER]
annule le rappel d’ acheter des œufs	[IN:DELETE_REMINDER [SL:TODO acheter des œufs SL:TODO] IN:DELETE_REMINDER]
Rappelle - moi d' aller chercher le courrier dans 10 minutes .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO aller chercher le courrier SL:TODO] [SL:DATE_TIME dans 10 minutes SL:DATE_TIME] IN:CREATE_REMINDER]
Créez un rappel pour mon rendez - vous chez le coiffeur vendredi à 15h	[IN:CREATE_REMINDER [SL:TODO mon rendez - vous chez le coiffeur SL:TODO] [SL:DATE_TIME vendredi à 15h SL:DATE_TIME] IN:CREATE_REMINDER]
Programmez un rappel pour demander des vacances demain à 9h	[IN:CREATE_REMINDER [SL:TODO demander des vacances SL:TODO] [SL:DATE_TIME demain à 9h SL:DATE_TIME] IN:CREATE_REMINDER]
Programme un rappel pour payer la facture d' eau	[IN:CREATE_REMINDER [SL:TODO payer la facture d' eau SL:TODO] IN:CREATE_REMINDER]
Rappelle - moi de faire une pause .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO faire une pause SL:TODO] IN:CREATE_REMINDER]
Ajoutez des œufs à la liste de courses pour ce soir	[IN:UPDATE_REMINDER_TODO [SL:TODO œufs SL:TODO] [SL:TODO courses SL:TODO] [SL:DATE_TIME pour ce soir SL:DATE_TIME] IN:UPDATE_REMINDER_TODO]
Rappelle - moi d’ aller chercher Evelyn à 16h	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO aller chercher Evelyn SL:TODO] [SL:DATE_TIME à 16h SL:DATE_TIME] IN:CREATE_REMINDER]
Mettez un rappel de changer la litière le 17 août 2017 .	[IN:CREATE_REMINDER [SL:TODO changer la litière SL:TODO] [SL:DATE_TIME le 17 août 2017 SL:DATE_TIME] IN:CREATE_REMINDER]
Supprimez le rappel de faire une réunion concernant la fête prénuptiale de ma copine demain .	[IN:DELETE_REMINDER [SL:TODO une réunion concernant la fête prénuptiale de ma copine SL:TODO] [SL:DATE_TIME demain SL:DATE_TIME] IN:DELETE_REMINDER]
Quel jour est le rappel pour le dîner chez mes grands - parents ?	[IN:GET_REMINDER_DATE_TIME [SL:TODO le dîner chez mes grands - parents SL:TODO] IN:GET_REMINDER_DATE_TIME]
C’est quand le rappel pour l’ évènement caritatif ?	[IN:GET_REMINDER_DATE_TIME [SL:TODO l’ évènement caritatif SL:TODO] IN:GET_REMINDER_DATE_TIME]
Quels sont mes rappels pour cette semaine ?	[IN:GET_REMINDER [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:DATE_TIME pour cette semaine SL:DATE_TIME] IN:GET_REMINDER]
Rappels pour mon agenda / routine de sport s’ il te plait	[IN:GET_REMINDER [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO agenda / routine de sport SL:TODO] IN:GET_REMINDER]
Quand est prévu mon rappel pour le dentiste ?	[IN:GET_REMINDER_DATE_TIME [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO le dentiste SL:TODO] IN:GET_REMINDER_DATE_TIME]
Quels rappels ai - je qui impliquent Chris ce weekend ?	[IN:GET_REMINDER [SL:PERSON_REMINDED je SL:PERSON_REMINDED] [SL:TODO Chris SL:TODO] [SL:DATE_TIME ce weekend SL:DATE_TIME] IN:GET_REMINDER]
jouer tous les rappels	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER jouer SL:METHOD_RETRIEVAL_REMINDER] [SL:AMOUNT tous SL:AMOUNT] IN:GET_REMINDER]
Crée un rappel pour l’ inscription aux cours de danse .	[IN:CREATE_REMINDER [SL:TODO inscription aux cours de danse SL:TODO] IN:CREATE_REMINDER]
S’ il te plait supprime tous les rappels ESPN	[IN:DELETE_REMINDER [SL:AMOUNT tous SL:AMOUNT] [SL:TODO ESPN SL:TODO] IN:DELETE_REMINDER]
Quels rappels ai - je pour les dates de paiement ?	[IN:GET_REMINDER [SL:PERSON_REMINDED je SL:PERSON_REMINDED] [SL:TODO dates de paiement SL:TODO] IN:GET_REMINDER]
à quelle heure est mon rappel pour tondre la pelouse ?	[IN:GET_REMINDER_DATE_TIME [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO tondre la pelouse SL:TODO] IN:GET_REMINDER_DATE_TIME]
Règle un rappel à propos de notre réunion avec Joel .	[IN:CREATE_REMINDER [SL:TODO notre réunion SL:TODO] [SL:PERSON_REMINDED Joel SL:PERSON_REMINDED] IN:CREATE_REMINDER]
Pouvez - vous me montrer mes rappels pour les impôts ?	[IN:GET_REMINDER [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:TODO les impôts SL:TODO] IN:GET_REMINDER]
Quel est le jour de mon rappel de congés ?	[IN:GET_REMINDER_DATE_TIME [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:TODO congés SL:TODO] IN:GET_REMINDER_DATE_TIME]
Y a - t - il des rappels pour Gary demain ?	[IN:GET_REMINDER [SL:PERSON_REMINDED Gary SL:PERSON_REMINDED] [SL:DATE_TIME demain SL:DATE_TIME] IN:GET_REMINDER]
Enlève le rappel pour faire une sortie en vélo	[IN:DELETE_REMINDER [SL:TODO faire une sortie en vélo SL:TODO] IN:DELETE_REMINDER]
montre - moi les rappels de réunions diner	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER montre SL:METHOD_RETRIEVAL_REMINDER] [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO réunions diner SL:TODO] IN:GET_REMINDER]
Supprime toutes les alertes de rappel pour les 4 prochaines heures .	[IN:DELETE_REMINDER [SL:AMOUNT toutes SL:AMOUNT] [SL:DATE_TIME pour les 4 prochaines heures SL:DATE_TIME] IN:DELETE_REMINDER]
Peux - tu supprimer le rappel de demain de rendre visite à Paola ?	[IN:DELETE_REMINDER [SL:DATE_TIME de demain SL:DATE_TIME] [SL:TODO [IN:GET_TODO [SL:TODO rendre visite SL:TODO] [SL:ATTENDEE Paola SL:ATTENDEE] IN:GET_TODO] SL:TODO] IN:DELETE_REMINDER]
Je veux que vous me fassiez voir tous les rappels que j' ai avec mes amis cette semaine .	[IN:GET_REMINDER [SL:METHOD_RETRIEVAL_REMINDER voir SL:METHOD_RETRIEVAL_REMINDER] [SL:AMOUNT tous SL:AMOUNT] [SL:PERSON_REMINDED j' SL:PERSON_REMINDED] [SL:TODO   [IN:GET_TODO     [SL:ATTENDEE       [IN:GET_CONTACT         [SL:CONTACT_RELATED mes SL:CONTACT_RELATED]         [SL:TYPE_RELATION amis SL:TYPE_RELATION] IN:GET_CONTACT] SL:ATTENDEE] IN:GET_TODO] SL:TODO] [SL:DATE_TIME cette semaine SL:DATE_TIME] IN:GET_REMINDER]
Il y a combien de rappels programmés pour le 7 octobre ?	[IN:GET_REMINDER_AMOUNT [SL:DATE_TIME pour le 7 octobre SL:DATE_TIME] IN:GET_REMINDER_AMOUNT]
Rappelez - moi d' aller chercher un gâteau à 17h aujourd'hui	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:DATE_TIME à 17h SL:DATE_TIME] [SL:TODO aller chercher un gâteau SL:TODO] IN:CREATE_REMINDER]
Programmez un rappel pour le 15 décembre disant qu' Alex a dit qu' il viendrait me chercher pour choisir un chiot	[IN:CREATE_REMINDER [SL:DATE_TIME pour le 15 décembre SL:DATE_TIME] [SL:TODO   Alex   a   dit   qu'   il   viendrait   me   chercher   pour   choisir   un   chiot SL:TODO] IN:CREATE_REMINDER]
Récupère tous mes rappels sur le jardin pour ce printemps	[IN:GET_REMINDER [SL:AMOUNT tous SL:AMOUNT] [SL:PERSON_REMINDED mes SL:PERSON_REMINDED] [SL:TODO sur le jardin SL:TODO] [SL:DATE_TIME pour ce printemps SL:DATE_TIME] IN:GET_REMINDER]
C’est pour quelle heure mon prochain rappel ?	[IN:GET_REMINDER_DATE_TIME [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:ORDINAL prochain SL:ORDINAL] IN:GET_REMINDER_DATE_TIME]
Est - ce que j' ai eu un rappel du travail hier ?	[IN:GET_REMINDER [SL:PERSON_REMINDED j' SL:PERSON_REMINDED] [SL:TODO travail SL:TODO] [SL:DATE_TIME hier SL:DATE_TIME] IN:GET_REMINDER]
Je ne veux pas sortir . Peux - tu changer le lieu du rappel du dîner pour à la maison ?	[IN:UPDATE_REMINDER_LOCATION [SL:TODO dîner SL:TODO] [SL:LOCATION [IN:GET_LOCATION  IN:GET_LOCATION] SL:LOCATION] IN:UPDATE_REMINDER_LOCATION]
merci de me rappeler d' appeler sprint demain matin vers 9 heures	[IN:CREATE_REMINDER [SL:PERSON_REMINDED me SL:PERSON_REMINDED] [SL:TODO [IN:CREATE_CALL [SL:CONTACT sprint SL:CONTACT] IN:CREATE_CALL] SL:TODO] [SL:DATE_TIME demain matin vers 9 heures SL:DATE_TIME] IN:CREATE_REMINDER]
Dis - moi à quand est programmé le rappel pour la foire nationale	[IN:GET_REMINDER_DATE_TIME [SL:METHOD_RETRIEVAL_REMINDER Dis SL:METHOD_RETRIEVAL_REMINDER] [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO foire nationale SL:TODO] IN:GET_REMINDER_DATE_TIME]
Ai - je fixé des rappels concernant l' animal de compagnie ?	[IN:GET_REMINDER [SL:TODO animal de compagnie SL:TODO] [SL:PERSON_REMINDED je SL:PERSON_REMINDED] IN:GET_REMINDER]
Modifie le rappel pour notre rendez - vous avec Emily de ce samedi au samedi suivant à midi .	[IN:UPDATE_REMINDER_DATE_TIME [SL:TODO rendez - vous avec Emily SL:TODO] [SL:DATE_TIME de ce samedi SL:DATE_TIME] [SL:DATE_TIME au samedi suivant à midi . SL:DATE_TIME] IN:UPDATE_REMINDER_DATE_TIME]
Rappelle à Jake de faire tondre la pelouse d’ ici 17h demain .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED Jake SL:PERSON_REMINDED] [SL:TODO faire tondre la pelouse SL:TODO] [SL:DATE_TIME d’ ici 17h demain SL:DATE_TIME] IN:CREATE_REMINDER]
Supprime tous les rappels que j' ai programmés entre février et juillet	[IN:DELETE_REMINDER [SL:AMOUNT tous SL:AMOUNT] [SL:PERSON_REMINDED j' SL:PERSON_REMINDED] [SL:DATE_TIME entre février et juillet SL:DATE_TIME] IN:DELETE_REMINDER]
Créé une nouvelle alarme pour avancer les blocs d' une heure pour l' heure d' été dimanche .	[IN:CREATE_REMINDER [SL:TODO avancer les blocs d' une heure pour l' heure d' été SL:TODO] [SL:DATE_TIME dimanche SL:DATE_TIME] IN:CREATE_REMINDER]
Quels sont les rappels que j' ai pour l' école	[IN:GET_REMINDER [SL:PERSON_REMINDED j' SL:PERSON_REMINDED] [SL:TODO école SL:TODO] IN:GET_REMINDER]
Programme un rappel pour Ashkin pour qu' il fasse ses devoirs .	[IN:CREATE_REMINDER [SL:PERSON_REMINDED Ashkin SL:PERSON_REMINDED] [SL:TODO fasse ses devoirs SL:TODO] IN:CREATE_REMINDER]
Peux - tu déplacer le rappel pour l' entreprise de parquet d' aujourd'hui à samedi ?	[IN:UPDATE_REMINDER_DATE_TIME [SL:PERSON_REMINDED l' entreprise de parquet SL:PERSON_REMINDED] [SL:DATE_TIME d' aujourd'hui SL:DATE_TIME] [SL:DATE_TIME à samedi SL:DATE_TIME] IN:UPDATE_REMINDER_DATE_TIME]
rappelle - moi de payer le cercueil de ma femme vendredi et confirmer l’ heure du service commémoratif	[IN:CREATE_REMINDER [SL:PERSON_REMINDED moi SL:PERSON_REMINDED] [SL:TODO   [IN:GET_TODO     [SL:TODO payer le cercueil de ma femme SL:TODO]     [SL:DATE_TIME vendredi SL:DATE_TIME]     [SL:TODO confirmer l’ heure du service commémoratif SL:TODO] IN:GET_TODO] SL:TODO] IN:CREATE_REMINDER]
où est prévu mon prochain rappel	[IN:GET_REMINDER_LOCATION [SL:PERSON_REMINDED mon SL:PERSON_REMINDED] [SL:ORDINAL prochain SL:ORDINAL] IN:GET_REMINDER_LOCATION]
